id,project,commit,method,source class,target class
132,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getMinimalSupportedVersion,org.elasticsearch.index.query.TypeQueryV7Builder,org.elasticsearch.Version
133,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,formatter,org.elasticsearch.search.aggregations.pipeline.SerialDiffPipelineAggregationBuilder,org.elasticsearch.search.DocValueFormat
134,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,visitChildren,org.elasticsearch.painless.ir.ElvisNode,org.elasticsearch.painless.ir.IRNode
135,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,extractInnerHitBuilders,org.elasticsearch.index.query.NestedQueryBuilder,org.elasticsearch.index.query.InnerHitContextBuilder
136,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,SamlInitiateSingleSignOnRequest,org.elasticsearch.xpack.idp.action.SamlInitiateSingleSignOnRequest,org.elasticsearch.common.io.stream.StreamInput
137,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,SingleValueInferenceResults,org.elasticsearch.xpack.core.ml.inference.results.SingleValueInferenceResults,org.elasticsearch.common.io.stream.StreamInput
138,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,trySetMaxNumberOfThreads,org.elasticsearch.bootstrap.Natives,org.elasticsearch.bootstrap.JNANatives
139,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,ofPattern,org.elasticsearch.xpack.sql.expression.function.scalar.datetime.ToCharFormatter,org.elasticsearch.common.Strings
140,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,routes,org.elasticsearch.xpack.ml.rest.results.RestGetInfluencersAction,org.elasticsearch.xpack.core.ml.job.config.Job
141,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,init,org.elasticsearch.license.OperationModeFileWatcher,org.elasticsearch.watcher.AbstractResourceWatcher
142,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,registerAggregators,org.elasticsearch.search.aggregations.metrics.ValueCountAggregationBuilder,org.elasticsearch.search.aggregations.metrics.ValueCountAggregatorFactory
143,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,isSigned,org.elasticsearch.xpack.ql.type.DataTypes,org.elasticsearch.xpack.ql.type.DataType
144,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,build,org.elasticsearch.index.mapper.FieldAliasMapper.Builder,org.elasticsearch.index.mapper.MapperBuilderContext
145,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.xpack.core.transform.transforms.TransformProgress,org.elasticsearch.xcontent.XContentBuilder
146,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.xpack.core.ilm.WaitForActiveShardsStep.ActiveShardsInfo,org.elasticsearch.xcontent.ParseField
147,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,oldestIndexMappingVersion,org.elasticsearch.xpack.security.support.SecurityIndexManager,org.elasticsearch.indices.SystemIndexDescriptor
148,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,buildEmptyAggregation,org.elasticsearch.search.aggregations.metrics.GeoCentroidAggregator,org.elasticsearch.search.aggregations.AggregatorBase
149,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,wrapInMapperParsingException,org.elasticsearch.index.mapper.DocumentParser,org.elasticsearch.index.mapper.SourceToParse
150,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,blacklist,org.elasticsearch.common.inject.InheritingState,org.elasticsearch.common.inject.WeakKeySet
151,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,b,org.elasticsearch.xpack.analytics.ttest.TTestAggregationBuilder,org.elasticsearch.search.aggregations.support.MultiValuesSourceAggregationBuilder
152,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,explain,org.elasticsearch.example.rescore.ExampleRescoreBuilder.ExampleRescorer,org.elasticsearch.example.rescore.ExampleRescoreBuilder.ExampleRescoreContext
153,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,AggregateMetricBackedValueCountAggregator,org.elasticsearch.xpack.aggregatemetric.aggregations.metrics.AggregateMetricBackedValueCountAggregator,org.elasticsearch.search.aggregations.AggregatorBase
154,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,convertToClass,org.elasticsearch.common.inject.TypeConverterBindingProcessor,org.elasticsearch.common.inject.matcher.Matchers
155,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getNamedWriteables,org.elasticsearch.xpack.core.ml.dataframe.stats.AnalysisStatsNamedWriteablesProvider,org.elasticsearch.xpack.core.ml.dataframe.stats.regression.RegressionStats
156,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,routes,org.elasticsearch.xpack.ml.rest.results.RestGetRecordsAction,org.elasticsearch.rest.RestHandler.Route
157,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,flush,org.elasticsearch.index.translog.BufferedChecksumStreamOutput,org.elasticsearch.common.io.stream.StreamOutput
158,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,deleteIndices,org.elasticsearch.cluster.metadata.MetadataDeleteIndexService,org.elasticsearch.cluster.ack.IndicesClusterStateUpdateRequest
159,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,TransportEqlAsyncGetStatusAction,org.elasticsearch.xpack.eql.plugin.TransportEqlAsyncGetStatusAction,org.elasticsearch.xpack.eql.plugin.EqlAsyncGetStatusAction
160,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,OpenIdConnectAuthenticateRequest,org.elasticsearch.xpack.core.security.action.oidc.OpenIdConnectAuthenticateRequest,org.elasticsearch.common.io.stream.StreamInput
161,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,buildAndRegisterJob,org.elasticsearch.xpack.ml.integration.RevertModelSnapshotIT,org.elasticsearch.xpack.ml.integration.MlNativeAutodetectIntegTestCase
162,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,readOptionalNextStepKey,org.elasticsearch.xpack.ilm.IndexLifecycleInitialisationTests.ObservableClusterStateWaitStep,org.elasticsearch.common.io.stream.StreamInput
163,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getMinimalSupportedVersion,org.elasticsearch.index.query.functionscore.GaussDecayFunctionBuilder,org.elasticsearch.Version
164,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,tsidDescription,org.elasticsearch.index.mapper.TsidExtractingIdFieldMapper,org.elasticsearch.index.mapper.TimeSeriesIdFieldMapper
165,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,setWaitIfOngoing,org.elasticsearch.action.admin.indices.flush.FlushRequestBuilder,org.elasticsearch.action.admin.indices.flush.FlushRequest
166,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,submitStateUpdate,org.elasticsearch.action.admin.cluster.reroute.TransportClusterRerouteAction,org.elasticsearch.action.admin.cluster.reroute.ClusterRerouteRequest
167,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,writeTo,org.elasticsearch.cluster.coordination.StartJoinRequest,org.elasticsearch.common.io.stream.StreamOutput
168,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.xpack.watcher.actions.logging.LoggingAction,org.elasticsearch.xcontent.ParseField
169,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,CollationFieldType,org.elasticsearch.plugin.analysis.icu.ICUCollationKeywordFieldMapper.CollationFieldType,org.elasticsearch.index.mapper.TextSearchInfo
170,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,checkBlock,org.elasticsearch.action.admin.cluster.snapshots.delete.TransportDeleteSnapshotAction,org.elasticsearch.cluster.block.ClusterBlocks
171,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,SettingsBasedSeedHostsProvider,org.elasticsearch.discovery.SettingsBasedSeedHostsProvider,org.elasticsearch.transport.TransportService
172,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,masterOperation,org.elasticsearch.xpack.sql.SqlUsageTransportAction,org.elasticsearch.cluster.node.DiscoveryNode
173,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,AsyncGetCheckpointsFromNodesAction,org.elasticsearch.xpack.transform.action.TransportGetCheckpointAction.AsyncGetCheckpointsFromNodesAction,org.elasticsearch.cluster.ClusterState
174,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,RestorableContextClassLoader,org.elasticsearch.xpack.core.security.support.RestorableContextClassLoader,org.elasticsearch.SpecialPermission
175,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,routes,org.elasticsearch.xpack.textstructure.rest.RestFindStructureAction,org.elasticsearch.rest.RestHandler.Route
176,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getSettings,org.elasticsearch.ingest.geoip.AbstractGeoIpIT.IngestGeoIpSettingsPlugin,org.elasticsearch.common.settings.Setting
177,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,pipeIntArgument,org.elasticsearch.xpack.eql.parser.LogicalPlanBuilder,org.elasticsearch.xpack.ql.expression.Expression
178,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,Publication,org.elasticsearch.cluster.coordination.Publication,org.elasticsearch.cluster.node.DiscoveryNodes
179,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,afterExecute,org.elasticsearch.threadpool.Scheduler.SafeScheduledThreadPoolExecutor,org.elasticsearch.ExceptionsHelper
180,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getGeoShapeMapping,org.elasticsearch.xpack.spatial.search.GeoShapeWithDocValuesIT,org.elasticsearch.xcontent.XContentBuilder
181,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,emit,org.elasticsearch.script.AbstractLongFieldScript,org.elasticsearch.script.AbstractFieldScript
182,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,parseRankEvalRequest,org.elasticsearch.index.rankeval.RestRankEvalAction,org.elasticsearch.common.Strings
183,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.client.core.MultiTermVectorsRequest,org.elasticsearch.xcontent.XContentBuilder
184,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,IndicesSegmentsRequest,org.elasticsearch.action.admin.indices.segments.IndicesSegmentsRequest,org.elasticsearch.common.Strings
185,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,routes,org.elasticsearch.xpack.ml.rest.job.RestPostJobUpdateAction,org.elasticsearch.xpack.core.ml.job.config.Job
186,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,checkBlock,org.elasticsearch.xpack.enrich.action.TransportExecuteEnrichPolicyAction,org.elasticsearch.cluster.ClusterState
187,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,NoriAnalyzerProvider,org.elasticsearch.plugin.analysis.nori.NoriAnalyzerProvider,org.elasticsearch.index.analysis.Analysis
188,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,supportedByAggsOnlyQuery,org.elasticsearch.xpack.eql.expression.function.scalar.string.IndexOfFunctionPipe,org.elasticsearch.xpack.ql.expression.gen.pipeline.Pipe
189,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getLeaf,org.elasticsearch.xpack.core.ml.inference.trainedmodel.inference.TreeInferenceModel,org.elasticsearch.xpack.core.ml.inference.trainedmodel.inference.TreeInferenceModel.Node
190,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,visit,org.elasticsearch.search.runtime.AbstractDoubleScriptFieldQuery,org.elasticsearch.search.runtime.AbstractScriptFieldQuery
191,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,sorting,org.elasticsearch.xpack.sql.execution.search.SourceGenerator,org.elasticsearch.xpack.sql.querydsl.container.QueryContainer
192,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,spawnNativeController,org.elasticsearch.bootstrap.Spawner,org.elasticsearch.bootstrap.Natives
193,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.action.admin.cluster.snapshots.clone.CloneSnapshotRequest,org.elasticsearch.xcontent.XContentBuilder
194,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,pluginScripts,org.elasticsearch.xpack.watcher.transform.TransformIntegrationTests.CustomScriptPlugin,org.elasticsearch.common.xcontent.support.XContentMapValues
195,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,writeTo,org.elasticsearch.index.seqno.ReplicationTracker.PrimaryContext,org.elasticsearch.cluster.routing.IndexShardRoutingTable.Builder
196,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getSharedResources,org.elasticsearch.gradle.testclusters.StandaloneRestIntegTestTask,org.elasticsearch.gradle.util.GradleUtils
197,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,info,org.elasticsearch.xpack.eql.plan.physical.SequenceExec,org.elasticsearch.xpack.ql.tree.Node
198,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getType,org.elasticsearch.search.aggregations.bucket.sampler.ParsedSampler,org.elasticsearch.search.aggregations.bucket.sampler.InternalSampler
199,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,value,org.elasticsearch.xpack.transform.transforms.pivot.AggregationResultUtils.GeoBoundsAggExtractor,org.elasticsearch.common.geo.GeoPoint
200,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,validateAuthenticationAndMetadata,org.elasticsearch.xpack.security.action.oidc.TransportOpenIdConnectLogoutAction,org.elasticsearch.xpack.core.security.authc.Authentication.RealmRef
201,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,info,org.elasticsearch.xpack.sql.expression.function.scalar.string.StartsWith,org.elasticsearch.xpack.ql.tree.NodeInfo
202,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,debugAnalyzedPlan,org.elasticsearch.xpack.sql.session.SqlSession,org.elasticsearch.xpack.ql.plan.logical.LogicalPlan
203,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,prepareRequest,org.elasticsearch.datastreams.rest.RestGetDataStreamsAction,org.elasticsearch.action.datastreams.GetDataStreamAction
204,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,TextClassificationConfigUpdate,org.elasticsearch.xpack.core.ml.inference.trainedmodel.TextClassificationConfigUpdate,org.elasticsearch.common.io.stream.StreamInput
205,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,setup,org.elasticsearch.datastreams.DataStreamsSnapshotsIT,org.elasticsearch.datastreams.DataStreamIT
206,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,createComponents,org.elasticsearch.xpack.ml.integration.DataFrameAnalyticsConfigProviderIT,org.elasticsearch.xpack.ml.MlSingleNodeTestCase
207,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,registerAggregators,org.elasticsearch.search.aggregations.metrics.SumAggregatorFactory,org.elasticsearch.search.aggregations.support.ValuesSourceRegistry.Builder
208,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,TransportDeleteTransformAction,org.elasticsearch.xpack.transform.action.TransportDeleteTransformAction,org.elasticsearch.threadpool.ThreadPool.Names
209,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,toXContent,org.elasticsearch.xpack.core.ml.action.PutDatafeedAction.Request,org.elasticsearch.xpack.core.ml.datafeed.DatafeedConfig
210,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,getCurrentResult,org.elasticsearch.xpack.sql.action.SqlQueryTask,org.elasticsearch.xpack.core.async.AsyncExecutionId
211,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,authenticate,org.elasticsearch.example.realm.CustomRealm,org.elasticsearch.xpack.core.security.authc.AuthenticationResult
212,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,startMlCluster,org.elasticsearch.xpack.ml.integration.TooManyJobsIT,org.elasticsearch.common.settings.Settings.Builder
213,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,delete,org.elasticsearch.xpack.sql.qa.jdbc.JdbcIntegrationTestCase,org.elasticsearch.xpack.sql.qa.rest.RemoteClusterAwareSqlRestTestCase
214,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,createConstructor,org.elasticsearch.common.inject.ConstructorInjectorStore,org.elasticsearch.common.inject.ConfigurationException
215,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,putComponentTemplate,org.elasticsearch.cluster.metadata.MetadataIndexTemplateService,org.elasticsearch.action.support.master.AcknowledgedResponse
216,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,info,org.elasticsearch.xpack.sql.expression.function.scalar.math.Abs,org.elasticsearch.xpack.ql.tree.NodeInfo
217,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,Position,org.elasticsearch.script.ScriptException.Position,org.elasticsearch.common.io.stream.StreamInput
218,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,writeTo,org.elasticsearch.action.admin.cluster.migration.GetFeatureUpgradeStatusResponse,org.elasticsearch.common.io.stream.StreamOutput
219,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,equals,org.elasticsearch.xpack.core.async.GetAsyncResultRequest,org.elasticsearch.core.TimeValue
220,elastic/elasticsearch,dda3db54b8663b71c93784e47f544c11a4a9c3be,asBuilder,org.elasticsearch.xpack.ql.querydsl.query.RangeQuery,org.elasticsearch.common.Strings
